idx,speed,env,labels
395,28,images/car395.jpg,medium
396,31,images/car396.jpg,medium
397,30,images/car397.jpg,medium
398,32,images/car398.jpg,medium
399,32,images/car399.jpg,medium
400,30,images/car400.jpg,medium
401,32,images/car401.jpg,medium
402,29,images/car402.jpg,medium
403,32,images/car403.jpg,medium
404,31,images/car404.jpg,medium
405,31,images/car405.jpg,medium
406,32,images/car406.jpg,medium
407,32,images/car407.jpg,medium
408,30,images/car408.jpg,medium
409,30,images/car409.jpg,medium
410,32,images/car410.jpg,medium
411,32,images/car411.jpg,medium
412,32,images/car412.jpg,medium
413,32,images/car413.jpg,medium
414,32,images/car414.jpg,medium
415,30,images/car415.jpg,medium
416,32,images/car416.jpg,medium
417,32,images/car417.jpg,medium
418,32,images/car418.jpg,medium
419,32,images/car419.jpg,medium
420,31,images/car420.jpg,medium
421,32,images/car421.jpg,medium
422,32,images/car422.jpg,medium
423,32,images/car423.jpg,medium
424,32,images/car424.jpg,medium
425,32,images/car425.jpg,medium
426,33,images/car426.jpg,medium
427,33,images/car427.jpg,medium
428,33,images/car428.jpg,medium
429,33,images/car429.jpg,medium
430,33,images/car430.jpg,medium
431,32,images/car431.jpg,medium
432,31,images/car432.jpg,medium
433,34,images/car433.jpg,medium
434,34,images/car434.jpg,medium
435,34,images/car435.jpg,medium
436,35,images/car436.jpg,medium
437,35,images/car437.jpg,medium
438,35,images/car438.jpg,medium
439,35,images/car439.jpg,medium
440,35,images/car440.jpg,medium
441,35,images/car441.jpg,medium
442,35,images/car442.jpg,medium
443,36,images/car443.jpg,high
444,32,images/car444.jpg,medium
445,35,images/car445.jpg,medium
446,36,images/car446.jpg,high
447,36,images/car447.jpg,high
448,35,images/car448.jpg,medium
449,36,images/car449.jpg,high
450,36,images/car450.jpg,high
451,36,images/car451.jpg,high
452,36,images/car452.jpg,high
453,36,images/car453.jpg,high
454,36,images/car454.jpg,high
455,34,images/car455.jpg,medium
456,37,images/car456.jpg,high
457,36,images/car457.jpg,high
458,36,images/car458.jpg,high
459,36,images/car459.jpg,high
460,37,images/car460.jpg,high
461,36,images/car461.jpg,high
462,37,images/car462.jpg,high
463,37,images/car463.jpg,high
464,37,images/car464.jpg,high
465,37,images/car465.jpg,high
466,37,images/car466.jpg,high
467,37,images/car467.jpg,high
468,37,images/car468.jpg,high
469,37,images/car469.jpg,high
470,37,images/car470.jpg,high
471,37,images/car471.jpg,high
472,38,images/car472.jpg,high
473,37,images/car473.jpg,high
474,37,images/car474.jpg,high
475,38,images/car475.jpg,high
476,37,images/car476.jpg,high
477,37,images/car477.jpg,high
478,37,images/car478.jpg,high
479,37,images/car479.jpg,high
480,37,images/car480.jpg,high
481,37,images/car481.jpg,high
482,37,images/car482.jpg,high
483,37,images/car483.jpg,high
484,37,images/car484.jpg,high
485,37,images/car485.jpg,high
486,36,images/car486.jpg,high
487,36,images/car487.jpg,high
488,35,images/car488.jpg,medium
489,36,images/car489.jpg,high
490,36,images/car490.jpg,high
491,35,images/car491.jpg,medium
492,35,images/car492.jpg,medium
493,35,images/car493.jpg,medium
494,34,images/car494.jpg,medium
495,34,images/car495.jpg,medium
496,32,images/car496.jpg,medium
497,34,images/car497.jpg,medium
498,33,images/car498.jpg,medium
499,33,images/car499.jpg,medium
500,33,images/car500.jpg,medium
501,32,images/car501.jpg,medium
502,32,images/car502.jpg,medium
503,32,images/car503.jpg,medium
504,32,images/car504.jpg,medium
505,31,images/car505.jpg,medium
506,32,images/car506.jpg,medium
507,31,images/car507.jpg,medium
508,30,images/car508.jpg,medium
509,31,images/car509.jpg,medium
510,29,images/car510.jpg,medium
511,31,images/car511.jpg,medium
512,29,images/car512.jpg,medium
513,29,images/car513.jpg,medium
514,28,images/car514.jpg,medium
515,28,images/car515.jpg,medium
516,27,images/car516.jpg,medium
517,28,images/car517.jpg,medium
518,27,images/car518.jpg,medium
519,27,images/car519.jpg,medium
520,27,images/car520.jpg,medium
521,26,images/car521.jpg,medium
522,25,images/car522.jpg,low
523,24,images/car523.jpg,low
524,25,images/car524.jpg,low
525,24,images/car525.jpg,low
526,21,images/car526.jpg,low
527,23,images/car527.jpg,low
528,23,images/car528.jpg,low
529,22,images/car529.jpg,low
530,22,images/car530.jpg,low
531,22,images/car531.jpg,low
532,21,images/car532.jpg,low
533,21,images/car533.jpg,low
534,21,images/car534.jpg,low
535,20,images/car535.jpg,low
536,20,images/car536.jpg,low
537,20,images/car537.jpg,low
538,20,images/car538.jpg,low
539,20,images/car539.jpg,low
540,20,images/car540.jpg,low
541,20,images/car541.jpg,low
542,20,images/car542.jpg,low
543,20,images/car543.jpg,low
544,20,images/car544.jpg,low
545,20,images/car545.jpg,low
546,20,images/car546.jpg,low
547,20,images/car547.jpg,low
548,19,images/car548.jpg,low
549,20,images/car549.jpg,low
550,19,images/car550.jpg,low
551,19,images/car551.jpg,low
552,19,images/car552.jpg,low
553,18,images/car553.jpg,low
554,19,images/car554.jpg,low
555,19,images/car555.jpg,low
556,20,images/car556.jpg,low
557,20,images/car557.jpg,low
558,20,images/car558.jpg,low
559,20,images/car559.jpg,low
560,21,images/car560.jpg,low
561,21,images/car561.jpg,low
562,22,images/car562.jpg,low
563,22,images/car563.jpg,low
564,23,images/car564.jpg,low
565,23,images/car565.jpg,low
566,24,images/car566.jpg,low
567,24,images/car567.jpg,low
568,25,images/car568.jpg,low
569,25,images/car569.jpg,low
570,26,images/car570.jpg,medium
571,26,images/car571.jpg,medium
572,26,images/car572.jpg,medium
573,27,images/car573.jpg,medium
574,27,images/car574.jpg,medium
575,26,images/car575.jpg,medium
576,28,images/car576.jpg,medium
577,28,images/car577.jpg,medium
578,27,images/car578.jpg,medium
579,28,images/car579.jpg,medium
580,29,images/car580.jpg,medium
581,29,images/car581.jpg,medium
582,29,images/car582.jpg,high
583,28,images/car583.jpg,medium
584,28,images/car584.jpg,medium
585,29,images/car585.jpg,medium
586,29,images/car586.jpg,medium
587,29,images/car587.jpg,medium
588,31,images/car588.jpg,medium
589,31,images/car589.jpg,medium
590,30,images/car590.jpg,medium
591,30,images/car591.jpg,medium
592,32,images/car592.jpg,medium
593,32,images/car593.jpg,medium
594,32,images/car594.jpg,medium
595,32,images/car595.jpg,medium
596,32,images/car596.jpg,medium
597,32,images/car597.jpg,medium
598,32,images/car598.jpg,medium
599,32,images/car599.jpg,medium
600,33,images/car600.jpg,medium
601,32,images/car601.jpg,medium
602,32,images/car602.jpg,medium
603,31,images/car603.jpg,medium
604,31,images/car604.jpg,medium
605,31,images/car605.jpg,medium
606,31,images/car606.jpg,medium
607,32,images/car607.jpg,medium
608,31,images/car608.jpg,medium
609,32,images/car609.jpg,medium
610,32,images/car610.jpg,medium
611,32,images/car611.jpg,medium
612,32,images/car612.jpg,medium
613,32,images/car613.jpg,medium
614,32,images/car614.jpg,medium
615,33,images/car615.jpg,medium
616,32,images/car616.jpg,medium
617,32,images/car617.jpg,medium
618,32,images/car618.jpg,medium
619,32,images/car619.jpg,medium
620,32,images/car620.jpg,medium
621,31,images/car621.jpg,medium
622,31,images/car622.jpg,medium
623,32,images/car623.jpg,medium
624,32,images/car624.jpg,medium
625,32,images/car625.jpg,medium
626,29,images/car626.jpg,medium
627,31,images/car627.jpg,medium
628,31,images/car628.jpg,medium
629,31,images/car629.jpg,medium
630,30,images/car630.jpg,medium
631,30,images/car631.jpg,medium
632,30,images/car632.jpg,medium
633,28,images/car633.jpg,medium
634,29,images/car634.jpg,medium
635,29,images/car635.jpg,medium
636,29,images/car636.jpg,medium
637,29,images/car637.jpg,medium
638,29,images/car638.jpg,medium
639,29,images/car639.jpg,medium
640,28,images/car640.jpg,medium
641,29,images/car641.jpg,medium
642,29,images/car642.jpg,medium
643,29,images/car643.jpg,medium
644,29,images/car644.jpg,medium
645,28,images/car645.jpg,medium
646,27,images/car646.jpg,medium
647,27,images/car647.jpg,medium
648,29,images/car648.jpg,medium
649,29,images/car649.jpg,medium
650,29,images/car650.jpg,medium
651,28,images/car651.jpg,medium
652,27,images/car652.jpg,medium
653,28,images/car653.jpg,medium
654,28,images/car654.jpg,medium
655,28,images/car655.jpg,medium
656,27,images/car656.jpg,medium
657,26,images/car657.jpg,medium
658,26,images/car658.jpg,medium
659,26,images/car659.jpg,medium
660,26,images/car660.jpg,medium
661,26,images/car661.jpg,medium
662,24,images/car662.jpg,low
663,25,images/car663.jpg,low
664,25,images/car664.jpg,low
665,25,images/car665.jpg,low
666,25,images/car666.jpg,low
667,25,images/car667.jpg,low
668,24,images/car668.jpg,low
669,24,images/car669.jpg,low
670,24,images/car670.jpg,low
671,24,images/car671.jpg,low
672,24,images/car672.jpg,low
673,24,images/car673.jpg,low
674,24,images/car674.jpg,low
675,24,images/car675.jpg,low
676,24,images/car676.jpg,low
677,24,images/car677.jpg,low
678,24,images/car678.jpg,low
679,24,images/car679.jpg,low
680,23,images/car680.jpg,low
681,23,images/car681.jpg,low
682,23,images/car682.jpg,low
683,23,images/car683.jpg,low
684,22,images/car684.jpg,low
685,22,images/car685.jpg,low
686,22,images/car686.jpg,low
687,23,images/car687.jpg,low
688,22,images/car688.jpg,low
689,23,images/car689.jpg,low
690,23,images/car690.jpg,low
691,23,images/car691.jpg,low
692,22,images/car692.jpg,low
693,22,images/car693.jpg,low
694,22,images/car694.jpg,low
695,22,images/car695.jpg,low
696,22,images/car696.jpg,low
697,22,images/car697.jpg,low
698,22,images/car698.jpg,low
699,22,images/car699.jpg,low
700,22,images/car700.jpg,low
701,21,images/car701.jpg,low
702,22,images/car702.jpg,low
703,20,images/car703.jpg,low
704,22,images/car704.jpg,low
705,21,images/car705.jpg,low
706,21,images/car706.jpg,low
707,21,images/car707.jpg,low
708,21,images/car708.jpg,low
709,21,images/car709.jpg,low
710,21,images/car710.jpg,low
711,22,images/car711.jpg,low
712,21,images/car712.jpg,low
713,22,images/car713.jpg,low
714,22,images/car714.jpg,low
715,21,images/car715.jpg,low
716,23,images/car716.jpg,low
717,22,images/car717.jpg,low
718,22,images/car718.jpg,low
719,23,images/car719.jpg,low
720,24,images/car720.jpg,low
721,23,images/car721.jpg,low
722,24,images/car722.jpg,low
723,24,images/car723.jpg,low
724,25,images/car724.jpg,low
725,25,images/car725.jpg,low
726,26,images/car726.jpg,medium
727,26,images/car727.jpg,medium
728,25,images/car728.jpg,low
729,25,images/car729.jpg,low
730,27,images/car730.jpg,medium
731,28,images/car731.jpg,medium
732,26,images/car732.jpg,medium
733,28,images/car733.jpg,medium
734,29,images/car734.jpg,medium
735,25,images/car735.jpg,low
736,26,images/car736.jpg,medium
737,29,images/car737.jpg,medium
738,30,images/car738.jpg,medium
739,30,images/car739.jpg,medium
740,30,images/car740.jpg,medium
741,30,images/car741.jpg,medium
742,30,images/car742.jpg,medium
743,30,images/car743.jpg,medium
744,30,images/car744.jpg,medium
745,28,images/car745.jpg,medium
746,31,images/car746.jpg,medium
747,30,images/car747.jpg,medium
748,30,images/car748.jpg,medium
749,31,images/car749.jpg,medium
750,30,images/car750.jpg,medium
751,31,images/car751.jpg,medium
752,32,images/car752.jpg,medium
753,31,images/car753.jpg,medium
754,29,images/car754.jpg,medium
755,29,images/car755.jpg,medium
756,31,images/car756.jpg,medium
757,32,images/car757.jpg,medium
758,32,images/car758.jpg,medium
759,32,images/car759.jpg,medium
760,32,images/car760.jpg,medium
761,32,images/car761.jpg,medium
762,32,images/car762.jpg,medium
763,31,images/car763.jpg,medium
764,31,images/car764.jpg,medium
765,32,images/car765.jpg,medium
766,32,images/car766.jpg,medium
767,32,images/car767.jpg,medium
768,31,images/car768.jpg,medium
769,31,images/car769.jpg,medium
770,32,images/car770.jpg,medium
771,32,images/car771.jpg,medium
772,32,images/car772.jpg,medium
773,32,images/car773.jpg,medium
774,32,images/car774.jpg,medium
775,34,images/car775.jpg,medium
776,32,images/car776.jpg,medium
777,34,images/car777.jpg,medium
778,34,images/car778.jpg,medium
779,35,images/car779.jpg,medium
780,34,images/car780.jpg,medium
781,33,images/car781.jpg,medium
782,32,images/car782.jpg,medium
783,35,images/car783.jpg,medium
784,35,images/car784.jpg,medium
785,36,images/car785.jpg,high
786,36,images/car786.jpg,high
787,36,images/car787.jpg,high
788,37,images/car788.jpg,high
789,37,images/car789.jpg,high
790,37,images/car790.jpg,high
791,36,images/car791.jpg,high
792,37,images/car792.jpg,high
793,37,images/car793.jpg,high
794,37,images/car794.jpg,high
795,38,images/car795.jpg,high
796,38,images/car796.jpg,high
797,37,images/car797.jpg,high
798,38,images/car798.jpg,high
799,38,images/car799.jpg,high
800,39,images/car800.jpg,high
801,39,images/car801.jpg,high
802,39,images/car802.jpg,high
803,39,images/car803.jpg,high
804,39,images/car804.jpg,high
805,39,images/car805.jpg,high
806,38,images/car806.jpg,high
807,39,images/car807.jpg,high
808,39,images/car808.jpg,high
809,39,images/car809.jpg,high
810,39,images/car810.jpg,high
811,40,images/car811.jpg,high
812,40,images/car812.jpg,high
813,39,images/car813.jpg,high
814,40,images/car814.jpg,high
815,39,images/car815.jpg,high
816,40,images/car816.jpg,high
817,39,images/car817.jpg,high
818,38,images/car818.jpg,high
819,39,images/car819.jpg,high
820,38,images/car820.jpg,high
821,38,images/car821.jpg,high
822,37,images/car822.jpg,high
823,38,images/car823.jpg,high
824,37,images/car824.jpg,high
825,38,images/car825.jpg,high
826,37,images/car826.jpg,high
827,37,images/car827.jpg,high
828,36,images/car828.jpg,high
829,36,images/car829.jpg,high
830,36,images/car830.jpg,high
831,36,images/car831.jpg,high
832,36,images/car832.jpg,high
833,35,images/car833.jpg,medium
834,36,images/car834.jpg,high
835,35,images/car835.jpg,medium
836,35,images/car836.jpg,medium
837,35,images/car837.jpg,medium
838,36,images/car838.jpg,high
839,36,images/car839.jpg,high
840,36,images/car840.jpg,high
841,36,images/car841.jpg,high
842,36,images/car842.jpg,high
843,36,images/car843.jpg,high
844,36,images/car844.jpg,high
845,36,images/car845.jpg,high
846,35,images/car846.jpg,medium
847,35,images/car847.jpg,medium
848,35,images/car848.jpg,medium
849,35,images/car849.jpg,medium
850,35,images/car850.jpg,medium
851,35,images/car851.jpg,medium
852,35,images/car852.jpg,medium
853,35,images/car853.jpg,medium
854,35,images/car854.jpg,medium
855,35,images/car855.jpg,medium
856,35,images/car856.jpg,medium
857,36,images/car857.jpg,high
858,36,images/car858.jpg,high
859,36,images/car859.jpg,high
860,37,images/car860.jpg,high
861,37,images/car861.jpg,high
862,37,images/car862.jpg,high
863,38,images/car863.jpg,high
864,38,images/car864.jpg,high
865,38,images/car865.jpg,high
866,39,images/car866.jpg,high
867,39,images/car867.jpg,high
868,39,images/car868.jpg,high
869,39,images/car869.jpg,high
870,39,images/car870.jpg,high
871,39,images/car871.jpg,high
872,39,images/car872.jpg,high
873,39,images/car873.jpg,high
874,39,images/car874.jpg,high
875,39,images/car875.jpg,high
876,38,images/car876.jpg,high
877,39,images/car877.jpg,high
878,39,images/car878.jpg,high
879,38,images/car879.jpg,high
880,38,images/car880.jpg,high
881,40,images/car881.jpg,high
882,40,images/car882.jpg,high
883,40,images/car883.jpg,high
884,40,images/car884.jpg,high
885,40,images/car885.jpg,high
886,40,images/car886.jpg,high
887,40,images/car887.jpg,high
888,40,images/car888.jpg,high
889,40,images/car889.jpg,high
890,40,images/car890.jpg,high
891,40,images/car891.jpg,high
892,40,images/car892.jpg,high
893,40,images/car893.jpg,high
894,40,images/car894.jpg,high
895,40,images/car895.jpg,high
896,40,images/car896.jpg,high
897,40,images/car897.jpg,high
898,40,images/car898.jpg,high
899,40,images/car899.jpg,high
900,40,images/car900.jpg,high
901,40,images/car901.jpg,high
902,40,images/car902.jpg,high
903,40,images/car903.jpg,high
904,40,images/car904.jpg,high
905,40,images/car905.jpg,high
906,40,images/car906.jpg,high
907,40,images/car907.jpg,high
908,40,images/car908.jpg,high
909,40,images/car909.jpg,high
910,40,images/car910.jpg,high
911,40,images/car911.jpg,high
